1,123,261,1047,334,0
2,128,259,1047,333,0
3,134,257,1047,333,0
4,140,255,1046,332,0
5,146,253,1046,332,0
6,156,250,1036,332,0
7,167,247,1026,332,0
8,177,245,1017,331,0
9,188,242,1007,331,0
10,199,240,997,330,0
11,184,236,986,330,0
12,169,233,976,329,0
13,154,229,965,330,0
14,139,226,955,329,0
15,124,222,944,329,0
16,109,219,934,329,0
17,90,227,921,316,0
18,71,235,908,303,0
19,52,243,895,290,0
20,33,251,882,277,0
21,14,260,869,264,0
22,52,264,854,258,0
23,91,269,839,251,0
24,129,273,824,245,0
25,168,278,809,238,0
26,207,283,794,232,0
27,232,283,786,232,0
28,258,284,777,232,0
29,284,285,769,232,0
30,309,286,761,232,0
31,335,287,752,232,0
32,361,288,744,232,0
33,364,288,739,232,0
34,367,288,735,232,0
35,370,289,730,231,0
36,373,289,726,231,0
37,377,290,721,231,0
38,346,289,713,227,0
39,316,288,705,224,0
40,286,287,696,221,0
41,256,286,688,218,0
42,226,286,680,214,0
43,202,282,669,214,0
44,178,278,658,214,0
45,154,275,648,214,0
46,151,277,644,213,0
47,148,279,641,213,0
48,145,281,638,213,0
49,143,283,634,213,0
50,143,284,621,213,0
51,143,285,608,213,0
52,143,287,595,212,0
53,143,288,582,212,0
54,144,290,568,212,0
55,177,297,559,207,0
56,210,305,551,201,0
57,243,312,543,196,0
58,277,320,534,191,0
59,304,327,527,188,0
60,331,334,521,185,0
61,358,342,515,181,0
62,385,349,509,178,0
63,412,357,503,174,0
64,430,358,498,174,0
65,448,360,493,174,0
66,467,362,487,174,0
67,485,363,482,174,0
68,503,365,477,174,0
69,522,367,471,174,0
70,522,368,465,173,0
71,522,369,459,173,0
72,522,370,453,173,0
73,522,371,447,173,0
74,522,372,441,173,0
75,519,370,435,169,0
76,517,368,429,166,0
77,515,367,422,161,0
78,513,365,416,158,0
79,511,364,410,154,0
80,510,367,405,151,0
81,509,370,400,149,0
82,509,374,394,146,0
83,508,377,389,143,0
84,507,380,384,141,0
85,507,384,379,138,0
86,503,384,373,138,0
87,500,384,366,138,0
88,496,384,360,138,0
89,493,384,353,138,0
90,489,384,347,138,0
91,486,384,340,138,0
92,483,385,334,137,0
93,485,381,333,137,0
94,487,378,332,137,0
95,490,375,330,137,0
96,492,372,329,136,0
97,494,369,328,136,0
98,497,366,327,136,0
99,497,361,324,134,0
100,497,357,322,131,0
101,498,353,319,129,0
102,498,349,317,126,0
103,499,345,314,124,0
104,497,348,314,124,0
105,495,351,314,124,0
106,494,355,314,124,0
107,492,358,314,124,0
108,491,362,314,124,0
109,474,364,314,124,0
110,458,366,314,124,0
