1,519,208,101,211,0
2,517,208,101,211,0
3,516,209,101,211,0
4,515,209,101,211,0
5,514,210,101,211,0
6,512,210,102,211,0
7,511,211,102,211,0
8,510,211,102,212,0
9,509,212,102,211,0
10,507,212,103,212,0
11,506,213,103,211,0
12,505,213,103,212,0
13,504,214,103,212,0
14,504,213,103,212,0
15,504,213,103,211,0
16,504,212,103,212,0
17,504,212,103,211,0
18,504,211,103,211,0
19,504,211,103,211,0
20,504,210,103,211,0
21,504,210,104,211,0
22,501,210,104,211,0
23,499,210,104,212,0
24,496,210,104,213,0
25,494,211,104,212,0
26,491,211,104,213,0
27,489,211,104,214,0
28,487,212,104,214,0
29,490,211,104,214,0
30,494,211,104,214,0
31,497,210,104,214,0
32,501,210,104,214,0
33,507,209,104,215,0
34,514,209,104,215,0
35,520,209,104,215,0
36,527,209,104,215,0
37,530,211,104,215,0
38,533,214,104,215,0
39,536,216,104,215,0
40,540,219,104,215,0
41,543,221,104,215,0
42,546,224,104,215,0
43,550,227,104,215,0
44,553,227,104,215,0
45,556,227,104,215,0
46,559,228,104,215,0
47,562,228,104,215,0
48,565,229,104,214,0
49,568,229,104,215,0
50,571,230,104,214,0
51,574,230,104,214,0
52,577,231,104,214,0
53,577,230,104,214,0
54,577,230,104,214,0
55,577,230,104,214,0
56,577,230,104,214,0
57,577,230,104,214,0
58,577,230,104,214,0
59,577,230,104,214,0
60,577,230,104,214,0
61,577,230,104,214,0
62,577,230,104,214,0
63,577,230,104,214,0
64,577,230,104,214,0
65,577,230,104,214,0
66,577,230,104,214,0
67,577,230,104,214,0
68,578,231,104,214,0
69,579,232,104,214,0
70,579,233,104,214,0
71,580,234,104,214,0
72,581,235,104,214,0
73,582,236,104,214,0
74,582,236,104,214,0
75,583,237,104,214,0
76,584,238,104,214,0
77,584,239,104,214,0
78,585,240,104,214,0
79,586,241,104,214,0
80,587,242,104,214,0
81,588,245,104,214,0
82,590,248,104,214,0
83,591,251,104,214,0
84,593,255,104,214,0
85,594,258,104,214,0
86,596,261,104,214,0
87,598,264,104,214,0
88,599,268,104,214,0
89,601,271,104,214,0
90,602,274,104,214,0
91,604,277,104,214,0
92,606,281,104,214,0
93,605,279,104,214,0
94,604,277,104,214,0
95,604,276,104,214,0
96,603,274,104,214,0
97,603,273,104,214,0
98,601,267,104,219,0
99,600,261,104,224,0
100,598,255,104,229,0
101,597,249,104,235,0
102,595,243,104,240,0
103,594,237,104,245,0
104,592,231,104,250,0
105,591,225,104,256,0
106,589,224,105,258,0
107,588,224,105,259,0
108,586,224,106,260,0
109,585,224,107,261,0
110,583,224,108,262,0
111,582,224,108,263,0
112,581,224,109,264,0
113,579,224,109,264,0
114,578,224,109,264,0
115,577,224,109,264,0
116,576,224,109,264,0
117,575,224,109,264,0
118,574,224,109,264,0
119,573,224,109,264,0
120,572,224,109,264,0
121,571,224,109,264,0
122,570,224,109,264,0
123,569,224,109,264,0
124,568,225,109,264,0
125,567,228,109,264,0
126,566,231,109,264,0
127,565,235,109,264,0
128,564,238,109,264,0
129,563,242,109,264,0
130,562,245,109,264,0
131,562,249,109,264,0
132,562,250,109,264,0
133,563,251,109,264,0
134,563,252,109,264,0
135,564,253,109,264,0
136,565,255,109,264,0
137,568,254,110,265,0
138,571,254,111,265,0
139,574,253,113,266,0
