1,341,337,277,159,0
2,343,336,279,159,0
3,345,336,281,159,0
4,347,336,284,159,0
5,350,336,285,158,0
6,352,336,288,158,0
7,354,336,290,158,0
8,356,336,293,158,0
9,359,336,294,157,0
10,361,336,297,157,0
11,363,336,299,157,0
12,366,336,301,157,0
13,372,336,299,155,0
14,379,336,297,154,0
15,386,336,294,152,0
16,393,336,292,151,0
17,400,336,289,149,0
18,406,336,288,148,0
19,413,336,285,146,0
20,420,336,283,145,0
21,427,336,280,143,0
22,434,336,278,142,0
23,441,336,276,141,0
24,442,336,276,141,0
25,444,337,276,141,0
26,445,337,276,141,0
27,447,338,276,141,0
28,448,338,276,141,0
29,450,339,276,141,0
30,451,339,277,140,0
31,453,339,278,140,0
32,455,339,279,140,0
33,456,339,281,140,0
34,458,339,282,140,0
35,460,339,283,140,0
36,467,339,279,140,0
37,475,339,274,140,0
38,482,339,270,140,0
39,490,339,265,140,0
40,497,339,261,140,0
41,505,339,256,140,0
42,512,339,252,140,0
43,520,339,247,140,0
44,527,339,243,140,0
45,535,339,238,140,0
46,543,340,234,140,0
47,546,339,233,140,0
48,550,339,232,140,0
49,554,338,231,140,0
50,558,338,230,140,0
51,562,337,229,140,0
52,566,337,228,140,0
53,570,337,227,139,0
54,574,336,226,140,0
55,577,336,226,139,0
56,581,335,225,140,0
57,585,335,224,139,0
58,589,335,223,139,0
59,593,334,222,139,0
60,597,334,221,139,0
61,601,333,220,139,0
62,605,333,219,139,0
63,609,333,218,139,0
64,611,333,217,138,0
65,613,333,217,138,0
66,615,333,216,138,0
67,618,333,215,138,0
68,620,333,214,138,0
69,622,333,214,138,0
70,624,333,213,138,0
71,627,333,212,138,0
72,629,333,211,138,0
73,631,333,211,138,0
74,633,333,210,138,0
75,636,333,209,138,0
76,638,333,208,138,0
77,640,333,208,138,0
78,642,333,207,138,0
79,645,333,206,138,0
80,647,333,205,138,0
81,649,333,205,138,0
82,652,333,204,138,0
83,656,333,201,138,0
84,660,333,199,138,0
85,665,333,196,138,0
86,669,333,194,138,0
87,674,333,191,138,0
88,678,333,189,138,0
89,683,333,186,138,0
90,687,334,183,137,0
91,692,334,180,137,0
92,696,334,178,137,0
93,701,334,175,137,0
94,705,334,173,137,0
95,710,334,170,137,0
96,714,334,168,137,0
97,719,335,165,137,0
98,720,335,166,136,0
99,722,335,166,136,0
100,724,335,166,136,0
101,725,335,168,136,0
102,727,335,168,136,0
103,729,335,168,136,0
104,731,335,169,136,0
105,732,335,170,136,0
106,734,335,170,136,0
107,736,335,171,136,0
108,738,335,171,136,0
109,739,335,172,136,0
110,741,335,173,136,0
111,743,335,173,136,0
112,745,335,173,136,0
113,746,335,175,136,0
114,748,335,175,136,0
115,750,335,175,136,0
116,752,336,176,135,0
117,755,335,175,135,0
118,758,335,174,135,0
119,762,335,172,135,0
120,765,335,171,135,0
121,768,335,170,135,0
122,772,335,168,135,0
123,775,335,167,134,0
124,778,335,166,134,0
125,782,335,164,134,0
126,785,334,163,135,0
127,788,334,162,135,0
128,792,334,160,135,0
129,795,334,159,134,0
130,798,334,158,134,0
131,802,334,156,134,0
132,805,334,155,134,0
133,808,334,154,134,0
134,812,334,152,134,0
135,814,333,152,133,0
136,816,333,153,132,0
137,818,332,153,132,0
138,820,332,154,131,0
139,823,331,154,131,0
140,825,331,154,130,0
141,827,330,155,130,0
142,829,330,155,129,0
143,832,329,155,129,0
144,834,329,156,128,0
145,836,328,156,128,0
146,838,328,157,127,0
147,841,328,157,126,0
148,842,328,158,126,0
149,843,328,159,126,0
150,844,328,161,126,0
151,845,328,162,126,0
152,847,329,163,125,0
153,848,329,164,125,0
154,849,329,166,126,0
155,850,329,167,126,0
156,851,329,168,126,0
157,853,330,169,125,0
158,854,330,170,125,0
159,855,330,172,125,0
160,856,330,173,125,0
161,858,331,174,125,0
162,861,330,173,125,0
163,865,330,172,125,0
164,868,329,172,125,0
165,872,329,171,125,0
166,875,329,171,124,0
167,879,328,170,125,0
168,882,328,170,124,0
169,886,328,169,124,0
170,889,327,168,124,0
171,893,327,167,124,0
172,896,326,167,124,0
173,900,326,166,124,0
174,903,326,166,123,0
175,907,325,165,124,0
176,910,325,165,123,0
177,914,325,164,123,0
178,916,324,164,123,0
179,918,324,165,123,0
180,920,324,166,123,0
181,922,324,167,123,0
182,924,324,168,123,0
183,927,324,168,123,0
184,929,324,169,123,0
185,931,324,170,123,0
186,933,324,171,123,0
187,935,324,171,122,0
188,937,324,172,122,0
189,940,324,172,122,0
190,942,324,173,122,0
191,944,324,174,122,0
192,946,324,175,122,0
193,948,324,176,122,0
194,950,324,177,122,0
195,953,324,177,122,0
196,955,323,177,122,0
197,957,323,177,122,0
198,959,323,177,122,0
199,962,323,177,122,0
200,964,323,177,122,0
201,966,322,177,122,0
202,969,322,177,122,0
203,971,322,177,122,0
204,973,322,177,122,0
205,976,322,177,122,0
206,978,321,177,122,0
207,980,321,177,122,0
208,982,321,177,122,0
209,985,321,177,122,0
210,987,321,177,122,0
211,989,320,177,122,0
212,992,320,177,122,0
213,994,320,177,122,0
214,996,320,177,122,0
215,999,320,177,122,0
